Location Properties,,,,,,,,,,,,,,
Location Name = Device Location,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Report Properties,,,,,,,,,,,,,,
Start Time = 2025-05-23 16:00:38,,,,,,,,,,,,,,
Time Offset = -04:00:00,,,,,,,,,,,,,,
Duration = 00:03:30,,,,,,,,,,,,,,
Readings = 106,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Instrument Properties,,,,,,,,,,,,,,
Device Model = Aqua TROLL 800,,,,,,,,,,,,,,
Device SN = 1155867,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date Time,Depth (m) (1147922),Temperature (°C) (1155867),Specific Conductivity (µS/cm) (1154450),pH (pH) (1112266),RDO Concentration (mg/L) (1147006),RDO Saturation (%Sat) (1147006),Chlorophyll-a Fluorescence (RFU) (1151543),Turbidity (NTU) (1154355),BGA-PC Fluorescence (RFU) (1142613),pH mV (mV) (1112266),ORP (mV) (1112266),Latitude (°),Longitude (°),Marked
5/23/2025 16:00:38,-0.23957273,17.29111,2.05462,6.0157547,7.131528,78.36336,0,0,0.008678686,44.069046,270.09363,43.07424741,-76.09737307,
5/23/2025 16:00:40,-0.23966768,17.29111,2.052881,6.018346,7.134272,78.3947,0,0,0.008854124,43.922066,270.18237,43.07424741,-76.09737307,
5/23/2025 16:00:42,-0.23976262,17.29111,2.0511422,6.0209365,7.1370163,78.42605,0,0,0.009029561,43.77509,270.27112,43.07424741,-76.09737307,
5/23/2025 16:00:44,-0.23481856,17.31696,2.0325482,5.9966354,7.176482,78.88405,0,0,0.01385419,45.157124,275.34814,43.07424741,-76.09737307,
5/23/2025 16:00:46,-0.23461331,17.318193,2.0310946,5.9963174,7.17926,78.916115,0,0,0.014141684,45.175323,275.6195,43.07424741,-76.09737307,
5/23/2025 16:00:48,-0.23440805,17.31943,2.029641,5.9959993,7.1820374,78.94819,0,0,0.014429176,45.193523,275.89087,43.07424755,-76.09737288,
5/23/2025 16:00:50,-0.2342028,17.320663,2.0281873,5.9956813,7.184815,78.980255,0,0,0.01471667,45.211723,276.1622,43.07424755,-76.09737288,
5/23/2025 16:00:52,-0.23885186,17.325083,2.0399768,5.9573283,7.208941,79.25207,0,0,0.016823651,47.39,282.3751,43.07424755,-76.09737288,
5/23/2025 16:00:54,-0.23898314,17.32575,2.0402138,5.9550724,7.2107635,79.272835,0,0,0.017007617,47.518158,282.75784,43.07424763,-76.09737277,
5/23/2025 16:00:56,-0.2391144,17.326418,2.0404506,5.9528165,7.2125864,79.2936,0,0,0.017191581,47.64632,283.1406,43.07424763,-76.09737277,
5/23/2025 16:00:58,-0.23924568,17.327084,2.0406876,5.9505606,7.214409,79.31437,0,0,0.017375546,47.77448,283.52335,43.07424763,-76.09737277,
5/23/2025 16:01:00,-0.23801403,17.340197,2.0130002,5.884057,7.2355595,79.568375,0,0,0.012738613,51.552864,290.58078,43.07424763,-76.09737277,
5/23/2025 16:01:02,-0.23804799,17.34084,2.0119646,5.880296,7.236887,79.58404,0,0,0.012549974,51.766518,291.0112,43.07424763,-76.09737277,
5/23/2025 16:01:04,-0.23808195,17.341484,2.0109289,5.8765354,7.2382145,79.5997,0,0,0.012361336,51.98017,291.44162,43.07424763,-76.09737277,
5/23/2025 16:01:06,-0.2381159,17.342127,2.0098932,5.8727746,7.239542,79.615364,0,0,0.012172697,52.19383,291.87204,43.07424769,-76.0973727,
5/23/2025 16:01:08,-0.23814985,17.342772,2.0088577,5.8690133,7.2408695,79.63103,0,0,0.011984059,52.407482,292.30243,43.07424769,-76.0973727,
5/23/2025 16:01:10,-0.23483597,17.346922,2.0339465,5.8665724,7.2575607,79.8215,0,0,0.017450366,52.546844,295.1653,43.07424769,-76.0973727,
5/23/2025 16:01:12,-0.23466486,17.347347,2.0345178,5.8652143,7.258678,79.834496,0,0,0.017599432,52.624046,295.42227,43.07424769,-76.0973727,
5/23/2025 16:01:14,-0.23449375,17.347773,2.035089,5.863856,7.2597957,79.84749,0,0,0.017748496,52.70125,295.67923,43.07424769,-76.0973727,
5/23/2025 16:01:16,-0.23432262,17.348198,2.0356603,5.862498,7.260913,79.86049,0,0,0.01789756,52.778454,295.9362,43.07424769,-76.0973727,
5/23/2025 16:01:18,-0.23378886,17.358017,2.0272055,5.8606567,7.285888,80.151596,0.001227802,0,0.01576345,52.884758,299.55832,43.07424773,-76.09737264,
5/23/2025 16:01:20,-0.23370476,17.358526,2.0272946,5.860507,7.2872944,80.167915,0.001281337,0,0.015770307,52.893353,299.77197,43.07424773,-76.09737264,
5/23/2025 16:01:22,-0.23362066,17.359034,2.0273838,5.8603573,7.2887006,80.184235,0.001334871,0,0.015777163,52.90195,299.98566,43.07424773,-76.09737264,
5/23/2025 16:01:24,-0.23353656,17.359543,2.0274727,5.8602076,7.290107,80.20055,0.001388405,0,0.01578402,52.910545,300.1993,43.07424776,-76.0973726,
5/23/2025 16:01:26,-0.23323897,17.365587,2.053397,5.840191,7.3081856,80.40948,0.000224943,0,0.017228594,54.04832,304.73862,43.07424776,-76.0973726,
5/23/2025 16:01:28,-0.23321399,17.366035,2.0543664,5.8392763,7.309443,80.42406,0.000197528,0,0.017253345,54.10035,305.00488,43.07424776,-76.0973726,
5/23/2025 16:01:30,-0.23318902,17.366484,2.0553355,5.8383613,7.3107004,80.43864,0.000170113,0,0.017278096,54.152378,305.27118,43.07424776,-76.0973726,
5/23/2025 16:01:32,-0.23316403,17.366932,2.0563047,5.8374467,7.311958,80.45322,0.000142698,0,0.017302847,54.204403,305.53748,43.07424776,-76.0973726,
5/23/2025 16:01:34,-0.23693316,17.375153,2.0466168,5.823636,7.3258095,80.61947,0.001260147,0,0.020359095,54.990246,308.55215,43.07424776,-76.0973726,
5/23/2025 16:01:36,-0.23707879,17.375608,2.0467136,5.822696,7.3267374,80.63045,0.001284541,0,0.020510137,55.043686,308.76382,43.07424778,-76.09737257,
5/23/2025 16:01:38,-0.23722443,17.376066,2.0468102,5.821757,7.327666,80.641426,0.001308935,0,0.02066118,55.09713,308.97552,43.07424778,-76.09737257,
5/23/2025 16:01:40,-0.23737007,17.376522,2.0469067,5.820817,7.328594,80.652405,0.001333329,0,0.020812225,55.15057,309.1872,43.07424778,-76.09737257,
5/23/2025 16:01:42,-0.2375157,17.376978,2.0470035,5.8198776,7.3295226,80.66338,0.001357723,0,0.020963266,55.204014,309.3989,43.07424778,-76.09737257,
5/23/2025 16:01:44,-0.24085452,17.38109,2.032192,5.807883,7.340655,80.79274,0.000390399,0,0.021247154,55.885983,311.89038,43.07424778,-76.09737257,
5/23/2025 16:01:46,-0.2410483,17.381407,2.0314949,5.807145,7.341367,80.80111,0.000372216,0,0.021314424,55.927948,312.0482,43.07424778,-76.09737257,
5/23/2025 16:01:48,-0.2412421,17.381725,2.0307977,5.806407,7.342078,80.80947,0.000354034,0,0.021381695,55.969913,312.206,43.07424781,-76.09737254,
5/23/2025 16:01:50,-0.24143589,17.382044,2.0301006,5.8056693,7.34279,80.81783,0.000335851,0,0.021448964,56.011883,312.36383,43.07424781,-76.09737254,
5/23/2025 16:01:52,-0.2417013,17.39106,2.0112004,5.7944245,7.34196,80.824,7.40E-05,0,0.012532267,56.652237,314.13593,43.07424781,-76.09737254,
